,id,gender,age,education,start_field,end_field
1403,1403,M,40,Bachelor,IT,IT
1404,1404,F,49,Master,Business,Business
1405,1405,F,21,Bachelor,Engineering,Engineering
1406,1406,F,50,Master,Engineering,IT
1407,1407,M,35,Master,Education,Education
1408,1408,F,30,Master,Science,Science
1409,1409,F,37,Bachelor,Business,Business
1410,1410,F,34,PhD,IT,IT
1411,1411,M,30,Master,Education,IT
1412,1412,M,29,Bachelor,Farming,Farming
1413,1413,F,37,HighSchool,Engineering,IT
1414,1414,F,46,Master,Science,Science
1415,1415,M,35,PhD,IT,IT
1416,1416,M,51,Bachelor,IT,IT
1417,1417,F,34,PhD,Science,Science
1418,1418,F,36,PhD,Construction,Construction
1419,1419,F,21,Master,Science,Science
1420,1420,F,20,Master,IT,IT
1421,1421,F,42,Master,Media,Media
1422,1422,F,39,Bachelor,IT,IT
1423,1423,NS,78,Master,Media,Media
1424,1424,F,32,Master,Business,Business
1425,1425,F,36,Bachelor,Engineering,IT
1426,1426,nonbinary,42,HighSchool,Science,Science
1427,1427,F,30,Bachelor,Business,Business
1428,1428,F,32,Master,Engineering,IT
1429,1429,F,45,Bachelor,IT,IT
1430,1430,NS,38,Master,Engineering,Engineering
1431,1431,F,37,PhD,Health,Health
1432,1432,F,42,Bachelor,IT,IT
1433,1433,F,40,Bachelor,Science,Science
1434,1434,F,76,Bachelor,Science,Science
1435,1435,M,30,Master,IT,IT
1436,1436,F,30,Master,IT,IT
1437,1437,F,22,Master,Law,Law
1438,1438,F,39,HighSchool,IT,IT
1439,1439,F,39,Master,Science,Science
1440,1440,nonbinary,31,PhD,Media,Media
1441,1441,F,25,HighSchool,Education,IT
1442,1442,F,31,HighSchool,Engineering,IT
1443,1443,F,30,Bachelor,Engineering,IT
1444,1444,M,37,PhD,Business,Business
1445,1445,F,32,Bachelor,Education,Education
1446,1446,F,70,Bachelor,Management,Management
1447,1447,F,58,Master,IT,IT
1448,1448,F,26,PhD,Business,Business
1449,1449,F,60,Master,IT,IT
1450,1450,M,44,PhD,Science,Science
1451,1451,F,44,PhD,IT,IT
1452,1452,F,41,HighSchool,Administration,Administration
1453,1453,M,28,PhD,Science,Science
1454,1454,F,28,Master,Law,Law
1455,1455,F,35,Master,Science,Science
1456,1456,F,39,Master,Engineering,Engineering
1457,1457,F,37,Master,IT,IT
1458,1458,F,53,Master,Media,Media
1459,1459,nonbinary,46,Bachelor,Media,Media
1460,1460,F,37,Master,Science,Science
1461,1461,M,35,PhD,IT,IT
1462,1462,F,36,Bachelor,Science,Science
1463,1463,F,40,HighSchool,IT,IT
1464,1464,F,31,Master,IT,IT
1465,1465,F,52,Bachelor,Education,Education
1466,1466,F,39,Bachelor,Engineering,IT
1467,1467,M,38,Master,IT,IT
1468,1468,F,40,Master,Media,Media
1469,1469,F,27,HighSchool,Science,IT
1470,1470,F,57,PhD,Engineering,IT
1471,1471,F,25,PhD,Hospitality,Hospitality
1472,1472,F,37,Master,Engineering,IT
1473,1473,M,39,Master,Science,IT
1474,1474,F,32,Bachelor,Business,Business
1475,1475,F,27,PhD,Media,Media
1476,1476,F,51,Master,Science,IT
1477,1477,F,25,Master,IT,IT
1478,1478,F,44,Master,IT,IT
1479,1479,F,30,PhD,Media,Media
1480,1480,F,32,PhD,Education,Education
1481,1481,F,40,Bachelor,Science,Science
1482,1482,M,36,Master,IT,IT
1483,1483,nonbinary,78,Master,Hospitality,IT
1484,1484,F,29,Master,IT,IT
1485,1485,F,36,HighSchool,Business,Business
1486,1486,F,24,Bachelor,IT,IT
1487,1487,F,34,HighSchool,Science,Science
1488,1488,F,21,Master,Hospitality,Hospitality
1489,1489,M,30,PhD,IT,IT
1490,1490,F,45,Bachelor,Hospitality,Hospitality
1491,1491,F,29,Bachelor,Engineering,IT
1492,1492,F,40,Bachelor,Education,Education
1493,1493,F,48,PhD,Engineering,Engineering
1494,1494,F,30,Bachelor,Science,IT
1495,1495,F,34,Master,Science,Science
1496,1496,F,39,Bachelor,Farming,Farming
1497,1497,F,33,PhD,IT,IT
1498,1498,F,23,Master,Business,IT
1499,1499,F,24,Master,Education,Education
1500,1500,M,43,Master,Education,Education
1501,1501,F,38,Bachelor,IT,IT
1502,1502,F,50,Bachelor,Business,Business
1503,1503,F,43,PhD,Science,Science
1504,1504,F,38,Master,Management,Management
1505,1505,F,42,Bachelor,Education,Education
1506,1506,M,44,Master,Education,Education
1507,1507,F,36,Bachelor,Business,IT
1508,1508,F,30,Master,Business,Business
1509,1509,M,59,HighSchool,Education,Education
1510,1510,F,53,Bachelor,IT,IT
1511,1511,M,32,Master,Science,Science
1512,1512,F,57,PhD,Hospitality,Hospitality
1513,1513,F,39,Bachelor,Science,Science
1514,1514,F,52,Master,IT,IT
1515,1515,F,35,HighSchool,Farming,Farming
1516,1516,F,23,Bachelor,Engineering,Engineering
1517,1517,F,35,HighSchool,Education,Education
1518,1518,M,32,Master,Education,IT
1519,1519,F,43,Bachelor,Management,Management
1520,1520,F,35,Bachelor,Hospitality,Hospitality
1521,1521,nonbinary,31,Master,IT,IT
1522,1522,F,30,PhD,Science,IT
1523,1523,F,20,Master,Engineering,IT
1524,1524,F,30,HighSchool,Business,Business
1525,1525,F,41,Master,IT,IT
1526,1526,NS,44,Master,IT,IT
1527,1527,F,24,HighSchool,Science,Science
1528,1528,F,37,Master,Media,IT
1529,1529,F,60,HighSchool,Construction,Construction
1530,1530,nonbinary,56,Bachelor,IT,IT
1531,1531,nonbinary,47,Master,Science,IT
1532,1532,F,34,PhD,Education,Education
1533,1533,F,23,PhD,Education,IT
1534,1534,F,51,PhD,Farming,Farming
1535,1535,F,33,HighSchool,IT,IT
1536,1536,F,52,Bachelor,Business,Business
1537,1537,M,44,Master,Education,Education
1538,1538,nonbinary,29,Bachelor,IT,IT
1539,1539,F,37,Master,IT,IT
1540,1540,F,31,PhD,IT,IT
1541,1541,M,34,Master,Science,IT
1542,1542,nonbinary,23,Master,Education,Education
1543,1543,F,36,Bachelor,Administration,Administration
1544,1544,F,35,Bachelor,Business,IT
1545,1545,F,40,PhD,IT,IT
1546,1546,F,40,PhD,Science,Science
1547,1547,M,32,HighSchool,Engineering,Engineering
1548,1548,F,39,HighSchool,Farming,Farming
1549,1549,F,56,Master,IT,IT
1550,1550,M,53,PhD,Construction,Construction
1551,1551,F,33,Master,Science,Science
1552,1552,F,41,Master,Hospitality,Hospitality
1553,1553,F,30,Master,Business,Business
1554,1554,nonbinary,32,Bachelor,Science,Science
1555,1555,F,40,PhD,Education,Education
1556,1556,F,22,Master,Engineering,Engineering
1557,1557,NS,29,Master,Education,IT
1558,1558,F,57,Bachelor,Education,IT
1559,1559,F,54,Master,Education,Education
1560,1560,F,25,Master,Engineering,Engineering
1561,1561,F,43,Bachelor,Business,Business
1562,1562,F,35,Bachelor,IT,IT
1563,1563,F,32,PhD,Administration,Administration
1564,1564,F,34,Master,Education,Education
1565,1565,M,30,PhD,IT,IT
1566,1566,M,26,PhD,IT,IT
1567,1567,F,46,Bachelor,Hospitality,Hospitality
1568,1568,F,21,Master,Science,Science
1569,1569,nonbinary,28,PhD,Science,Science
1570,1570,F,35,HighSchool,Business,Business
1571,1571,F,57,Master,Media,Media
1572,1572,nonbinary,38,Master,Science,IT
1573,1573,F,40,PhD,IT,IT
1574,1574,M,40,Bachelor,IT,IT
1575,1575,F,53,Master,Media,Media
1576,1576,F,41,Master,Science,Science
1577,1577,M,69,Bachelor,Management,Management
1578,1578,M,57,Master,Education,Education
1579,1579,F,34,Bachelor,Engineering,IT
1580,1580,F,41,PhD,Science,Science
1581,1581,F,39,Master,Education,Education
1582,1582,F,41,Master,Science,Science
1583,1583,F,46,Bachelor,Science,Science
1584,1584,F,38,Master,Education,IT
1585,1585,F,23,PhD,Construction,Construction
1586,1586,M,38,Bachelor,Education,IT
1587,1587,M,30,Bachelor,Media,Media
1588,1588,F,38,Bachelor,Business,Business
1589,1589,F,47,Bachelor,Engineering,IT
1590,1590,F,33,Master,Law,Law
1591,1591,M,32,PhD,Law,Law
1592,1592,F,71,Master,Engineering,Engineering
1593,1593,nonbinary,36,Bachelor,IT,IT
1594,1594,F,50,PhD,Science,Science
1595,1595,F,30,PhD,Business,Business
1596,1596,M,53,PhD,Science,IT
1597,1597,F,32,HighSchool,Media,Media
1598,1598,M,37,Master,Media,Media
1599,1599,F,31,PhD,IT,IT
1600,1600,F,29,Master,Science,Science
1601,1601,M,55,Master,Business,Business
1602,1602,F,33,Master,Business,Business
1603,1603,F,40,Master,Management,Management
1604,1604,F,32,Bachelor,Education,Education
1605,1605,F,46,Bachelor,Education,Education
1606,1606,F,27,Master,Law,Law
1607,1607,NS,26,Bachelor,Law,Law
1608,1608,F,20,PhD,IT,IT
1609,1609,F,33,HighSchool,IT,IT
1610,1610,F,39,PhD,Science,Science
1611,1611,F,33,Master,IT,IT
1612,1612,M,49,Master,IT,IT
1613,1613,F,30,Bachelor,Business,Business
1614,1614,nonbinary,36,Bachelor,IT,IT
1615,1615,M,33,Master,Education,Education
1616,1616,M,23,HighSchool,Business,Business
1617,1617,F,33,PhD,Engineering,IT
1618,1618,M,33,Bachelor,IT,IT
1619,1619,F,83,HighSchool,Science,Science
1620,1620,F,53,PhD,Business,Business
1621,1621,F,36,Bachelor,Business,Business
1622,1622,F,39,Bachelor,Business,Business
1623,1623,F,40,Master,IT,IT
1624,1624,F,39,Master,Engineering,Engineering
1625,1625,F,54,Master,Media,Media
1626,1626,nonbinary,50,PhD,IT,IT
1627,1627,M,35,Bachelor,Science,IT
1628,1628,M,28,Master,Science,Science
1629,1629,F,54,Bachelor,IT,IT
1630,1630,F,20,Master,Business,Business
1631,1631,F,40,Bachelor,IT,IT
1632,1632,F,34,PhD,Science,Science
1633,1633,F,36,HighSchool,Science,Science
1634,1634,F,53,Master,Engineering,Engineering
1635,1635,nonbinary,50,PhD,Education,IT
1636,1636,F,28,Master,Science,IT
1637,1637,F,39,Master,Science,Science
1638,1638,F,34,Bachelor,Hospitality,Hospitality
1639,1639,M,48,Master,Science,Science
1640,1640,nonbinary,37,Bachelor,Media,Media
1641,1641,NS,60,PhD,IT,IT
1642,1642,F,54,PhD,Science,Science
1643,1643,F,32,Bachelor,IT,IT
1644,1644,F,84,PhD,IT,IT
1645,1645,F,38,HighSchool,IT,IT
1646,1646,F,44,Master,IT,IT
1647,1647,M,60,Master,Engineering,Engineering
1648,1648,F,36,PhD,Education,Education
1649,1649,F,35,Bachelor,Engineering,IT
1650,1650,NS,20,Bachelor,Engineering,IT
1651,1651,F,40,Master,Science,IT
1652,1652,F,27,Master,Education,Education
1653,1653,F,28,HighSchool,Education,Education
1654,1654,F,21,Bachelor,Science,Science
1655,1655,F,32,PhD,Science,Science
1656,1656,F,48,PhD,IT,IT
1657,1657,NS,36,Master,IT,IT
1658,1658,F,64,PhD,Engineering,IT
1659,1659,M,89,Master,Science,Science
1660,1660,F,31,PhD,Business,Business
1661,1661,F,32,Master,Engineering,IT
1662,1662,NS,47,Bachelor,Science,Science
1663,1663,M,29,Bachelor,Engineering,Engineering
1664,1664,nonbinary,37,PhD,Engineering,IT
1665,1665,NS,38,Bachelor,Engineering,Engineering
1666,1666,F,49,PhD,Management,Management
1667,1667,M,58,Master,Education,IT
1668,1668,F,31,Master,Media,IT
1669,1669,F,54,Bachelor,Administration,Administration
1670,1670,NS,30,Bachelor,Media,Media
1671,1671,F,26,PhD,Health,Health
1672,1672,F,32,Bachelor,Science,IT
1673,1673,F,33,HighSchool,IT,IT
1674,1674,M,32,PhD,Hospitality,Hospitality
1675,1675,M,36,PhD,Hospitality,Hospitality
1676,1676,F,40,Bachelor,Law,Law
1677,1677,M,38,Master,IT,IT
1678,1678,F,40,PhD,IT,IT
1679,1679,F,53,Bachelor,IT,IT
1680,1680,F,30,PhD,Science,Science
1681,1681,F,55,Bachelor,IT,IT
1682,1682,NS,37,Master,IT,IT
1683,1683,F,27,HighSchool,IT,IT
1684,1684,F,20,Bachelor,Education,IT
1685,1685,F,50,Master,Science,Science
1686,1686,F,32,PhD,Health,Health
1687,1687,M,81,Master,Management,Management
1688,1688,F,56,PhD,Administration,Administration
1689,1689,M,37,PhD,Media,Media
1690,1690,F,36,PhD,Business,Business
1691,1691,F,47,Master,Engineering,IT
1692,1692,nonbinary,28,Master,Science,IT
1693,1693,M,38,PhD,IT,IT
1694,1694,nonbinary,30,PhD,IT,IT
1695,1695,F,28,PhD,Science,Science
1696,1696,M,32,Bachelor,IT,IT
1697,1697,F,30,Master,Science,Science
1698,1698,F,48,PhD,Administration,Administration
1699,1699,F,36,Master,IT,IT
1700,1700,M,24,Master,Construction,Construction
1701,1701,F,39,Bachelor,Science,Science
1702,1702,F,36,PhD,Media,Media
1703,1703,F,36,Master,Science,Science
1704,1704,F,27,Master,Business,Business
1705,1705,F,33,PhD,Health,Health
1706,1706,F,55,Bachelor,Engineering,IT
1707,1707,F,38,Master,Education,Education
1708,1708,F,39,Bachelor,Construction,IT
1709,1709,F,40,Bachelor,Media,Media
1710,1710,F,40,PhD,Engineering,IT
1711,1711,F,37,Master,Business,Business
1712,1712,F,46,Bachelor,Education,IT
1713,1713,F,51,HighSchool,Education,Education
1714,1714,F,49,Master,IT,IT
1715,1715,F,49,PhD,IT,IT
1716,1716,M,22,Bachelor,Science,Science
1717,1717,M,20,Bachelor,IT,IT
1718,1718,F,36,HighSchool,IT,IT
1719,1719,F,28,PhD,Science,Science
1720,1720,M,38,Master,IT,IT
1721,1721,M,35,PhD,Business,Business
1722,1722,F,30,PhD,Engineering,IT
1723,1723,F,80,Master,Hospitality,Hospitality
1724,1724,M,39,PhD,Farming,Farming
1725,1725,F,44,Bachelor,Science,IT
1726,1726,F,35,Master,Business,Business
1727,1727,F,33,Bachelor,Science,Science
1728,1728,F,39,PhD,Science,IT
1729,1729,M,40,HighSchool,Engineering,IT
1730,1730,F,35,Bachelor,IT,IT
1731,1731,F,30,Bachelor,Science,Science
1732,1732,M,45,Master,Health,IT
1733,1733,F,85,Master,Construction,IT
1734,1734,F,35,Bachelor,Science,Science
1735,1735,F,30,HighSchool,Business,Business
1736,1736,F,38,PhD,Science,Science
1737,1737,NS,35,Bachelor,IT,IT
1738,1738,F,26,Master,Law,Law
1739,1739,nonbinary,30,Master,Hospitality,Hospitality
1740,1740,F,30,Bachelor,Education,IT
1741,1741,F,32,Bachelor,Science,IT
1742,1742,F,54,Master,Engineering,Engineering
1743,1743,F,44,Bachelor,Administration,Administration
1744,1744,F,32,PhD,IT,IT
1745,1745,F,39,Master,Education,IT
1746,1746,F,32,Master,IT,IT
1747,1747,F,46,HighSchool,Hospitality,Hospitality
1748,1748,M,42,Master,Engineering,IT
1749,1749,F,42,Bachelor,Education,IT
1750,1750,F,42,PhD,Hospitality,Hospitality
1751,1751,F,60,PhD,Media,Media
1752,1752,NS,89,Master,Education,IT
1753,1753,F,40,Master,Education,IT
1754,1754,F,32,Master,Business,Business
1755,1755,F,34,Bachelor,IT,IT
1756,1756,F,38,Bachelor,Science,Science
1757,1757,F,21,Bachelor,Business,Business
1758,1758,F,35,Master,Hospitality,Hospitality
1759,1759,F,38,Bachelor,Education,Education
1760,1760,F,40,Master,Education,Education
1761,1761,F,35,Bachelor,Science,Science
1762,1762,F,48,PhD,IT,IT
1763,1763,F,47,Master,Business,Business
1764,1764,F,44,Master,Business,Business
1765,1765,M,60,Master,IT,IT
1766,1766,F,42,Bachelor,Engineering,Engineering
1767,1767,F,58,Master,IT,IT
1768,1768,F,39,Bachelor,Education,Education
1769,1769,F,50,PhD,IT,IT
1770,1770,F,59,Bachelor,IT,IT
1771,1771,F,34,Master,IT,IT
1772,1772,F,28,HighSchool,IT,IT
1773,1773,F,25,Master,IT,IT
1774,1774,M,42,Bachelor,IT,IT
1775,1775,F,79,Bachelor,Education,IT
1776,1776,F,34,PhD,IT,IT
1777,1777,M,27,Bachelor,Science,Science
1778,1778,F,26,Master,Engineering,Engineering
1779,1779,M,23,Master,Hospitality,Hospitality
1780,1780,F,64,PhD,IT,IT
1781,1781,F,54,PhD,Science,Science
1782,1782,nonbinary,23,PhD,Business,IT
1783,1783,NS,50,Bachelor,Hospitality,Hospitality
1784,1784,nonbinary,59,PhD,Engineering,IT
1785,1785,F,40,PhD,IT,IT
1786,1786,M,29,Bachelor,Education,IT
1787,1787,M,34,PhD,IT,IT
1788,1788,F,35,Master,IT,IT
1789,1789,F,45,Bachelor,IT,IT
1790,1790,F,39,Bachelor,Health,Health
1791,1791,F,49,Master,IT,IT
1792,1792,F,24,Bachelor,IT,IT
1793,1793,F,49,Bachelor,IT,IT
1794,1794,F,22,Bachelor,Science,Science
1795,1795,NS,33,PhD,IT,IT
1796,1796,F,44,HighSchool,IT,IT
1797,1797,F,33,Master,Science,Science
1798,1798,F,22,PhD,Media,Media
1799,1799,M,49,PhD,Engineering,IT
1800,1800,M,32,PhD,Business,Business
1801,1801,F,34,Bachelor,Hospitality,Hospitality
1802,1802,F,32,Master,IT,IT
1803,1803,F,30,PhD,Business,Business
1804,1804,F,20,Master,IT,IT
1805,1805,F,41,Master,Hospitality,IT
1806,1806,F,38,Master,IT,IT
1807,1807,F,31,HighSchool,Engineering,Engineering
1808,1808,F,21,Master,Business,IT
1809,1809,F,46,Master,Education,Education
1810,1810,F,48,PhD,Business,Business
1811,1811,nonbinary,43,Bachelor,IT,IT
1812,1812,nonbinary,26,Bachelor,Science,Science
1813,1813,F,58,Bachelor,IT,IT
1814,1814,F,39,HighSchool,Education,Education
1815,1815,nonbinary,52,PhD,Hospitality,Hospitality
1816,1816,nonbinary,33,HighSchool,IT,IT
1817,1817,F,44,HighSchool,Science,Science
1818,1818,F,23,Bachelor,IT,IT
1819,1819,F,30,PhD,Science,Science
1820,1820,F,32,Master,IT,IT
1821,1821,F,31,Bachelor,Science,IT
1822,1822,F,51,HighSchool,Business,Business
1823,1823,NS,59,PhD,IT,IT
1824,1824,M,31,Master,IT,IT
1825,1825,M,40,Bachelor,Business,Business
1826,1826,NS,26,Master,Administration,Administration
1827,1827,F,31,Bachelor,Construction,IT
1828,1828,F,23,Master,Science,Science
1829,1829,nonbinary,50,Master,Science,Science
1830,1830,F,51,Master,Science,Science
1831,1831,NS,46,Bachelor,Health,Health
1832,1832,F,37,PhD,Business,Business
1833,1833,M,32,Bachelor,Business,Business
1834,1834,M,29,Bachelor,Education,Education
1835,1835,F,37,Master,IT,IT
1836,1836,F,34,HighSchool,IT,IT
1837,1837,F,31,Master,IT,IT
1838,1838,NS,55,Master,Education,Education
1839,1839,F,34,Master,Law,Law
1840,1840,M,50,Master,IT,IT
1841,1841,NS,77,Bachelor,Engineering,IT
1842,1842,M,44,HighSchool,Science,Science
1843,1843,F,33,Master,IT,IT
1844,1844,F,53,Bachelor,IT,IT
1845,1845,F,26,PhD,Business,Business
1846,1846,F,36,Bachelor,Science,Science
1847,1847,F,26,Bachelor,IT,IT
1848,1848,M,44,Bachelor,Hospitality,Hospitality
1849,1849,M,34,Bachelor,IT,IT
1850,1850,F,26,HighSchool,IT,IT
1851,1851,F,35,Master,Engineering,Engineering
1852,1852,M,36,HighSchool,Engineering,IT
1853,1853,F,48,PhD,Law,Law
1854,1854,M,51,Bachelor,Media,Media
1855,1855,M,43,Bachelor,Business,Business
1856,1856,F,35,PhD,Science,Science
1857,1857,M,43,Master,IT,IT
1858,1858,F,39,Master,Science,Science
1859,1859,F,33,Master,Administration,Administration
1860,1860,NS,24,Bachelor,Media,IT
1861,1861,F,39,Master,IT,IT
1862,1862,F,34,Bachelor,IT,IT
1863,1863,F,44,HighSchool,Business,Business
1864,1864,M,37,Bachelor,IT,IT
1865,1865,F,39,Master,Education,Education
1866,1866,F,54,Master,Science,IT
1867,1867,nonbinary,48,HighSchool,Law,IT
1868,1868,F,32,PhD,Education,IT
1869,1869,F,30,Master,Construction,Construction
1870,1870,F,23,HighSchool,Hospitality,Hospitality
1871,1871,F,35,Master,IT,IT
1872,1872,F,60,Bachelor,Education,Education
1873,1873,F,37,Master,Science,Science
1874,1874,F,51,Bachelor,Media,Media
1875,1875,F,38,Bachelor,Education,Education
1876,1876,F,56,Bachelor,Education,Education
1877,1877,F,35,Master,IT,IT
1878,1878,NS,39,PhD,Hospitality,Hospitality
1879,1879,F,25,Master,Science,Science
1880,1880,F,29,Master,IT,IT
1881,1881,M,26,PhD,Management,Management
1882,1882,M,32,Bachelor,Education,Education
1883,1883,F,26,Master,Science,Science
1884,1884,NS,23,Master,Education,Education
1885,1885,F,31,Bachelor,Media,Media
1886,1886,M,34,HighSchool,Business,Business
1887,1887,F,24,HighSchool,Science,IT
1888,1888,M,40,Bachelor,Hospitality,Hospitality
1889,1889,F,54,PhD,Business,Business
1890,1890,F,45,PhD,Education,Education
1891,1891,F,55,Bachelor,Engineering,IT
1892,1892,M,31,HighSchool,Business,IT
1893,1893,F,40,Bachelor,Education,Education
1894,1894,NS,32,Bachelor,Education,Education
1895,1895,F,28,Master,Education,Education
1896,1896,F,20,PhD,Engineering,IT
1897,1897,nonbinary,49,Master,Science,Science
1898,1898,F,28,PhD,IT,IT
1899,1899,F,31,Master,Science,Science
1900,1900,F,39,HighSchool,IT,IT
1901,1901,F,26,Master,Media,IT
1902,1902,F,35,Master,Business,Business
1903,1903,F,23,Master,Science,Science
1904,1904,F,57,Master,Science,Science
1905,1905,nonbinary,42,Bachelor,Business,Business
1906,1906,F,35,Bachelor,Education,Education
1907,1907,F,58,Master,Science,IT
1908,1908,nonbinary,57,Master,Science,Science
1909,1909,F,32,Master,IT,IT
1910,1910,F,38,Master,Science,Science
1911,1911,F,27,Master,Business,Business
1912,1912,M,37,Bachelor,Business,Business
1913,1913,nonbinary,32,Master,IT,IT
1914,1914,F,35,Bachelor,Business,Business
1915,1915,F,55,Bachelor,IT,IT
1916,1916,F,52,PhD,Engineering,IT
1917,1917,F,33,Master,Science,Science
1918,1918,F,35,Master,Science,Science
1919,1919,F,49,Master,Business,Business
1920,1920,F,57,Master,Science,Science
1921,1921,M,33,Bachelor,Science,Science
1922,1922,M,25,Bachelor,Science,Science
1923,1923,F,30,Bachelor,Law,Law
1924,1924,M,33,Master,IT,IT
1925,1925,F,35,Master,Engineering,IT
1926,1926,M,31,Bachelor,IT,IT
1927,1927,F,60,Bachelor,Business,Business
1928,1928,F,40,Bachelor,Science,Science
1929,1929,F,45,Master,Engineering,Engineering
1930,1930,F,26,Master,IT,IT
1931,1931,nonbinary,33,Bachelor,IT,IT
1932,1932,F,20,HighSchool,Education,IT
1933,1933,M,32,Bachelor,IT,IT
1934,1934,F,50,Bachelor,Health,Health
1935,1935,F,41,Master,IT,IT
1936,1936,F,45,Master,Engineering,Engineering
1937,1937,F,30,Bachelor,Engineering,Engineering
1938,1938,F,38,Master,Engineering,IT
1939,1939,NS,40,PhD,Science,IT
1940,1940,F,49,PhD,IT,IT
1941,1941,F,36,Master,Administration,Administration
1942,1942,F,31,PhD,Law,Law
1943,1943,F,40,Master,Engineering,IT
1944,1944,F,45,Master,IT,IT
1945,1945,F,51,Master,Education,Education
1946,1946,F,20,Bachelor,Science,Science
1947,1947,F,21,Master,Business,Business
1948,1948,F,33,Bachelor,Construction,IT
1949,1949,F,33,HighSchool,Science,Science
1950,1950,F,45,Master,Business,Business
1951,1951,F,51,Bachelor,Engineering,Engineering
1952,1952,nonbinary,37,Master,IT,IT
1953,1953,F,27,Bachelor,Science,Science
1954,1954,nonbinary,32,Master,Education,IT
1955,1955,F,40,PhD,IT,IT
1956,1956,F,23,Bachelor,IT,IT
1957,1957,F,37,Bachelor,Science,Science
1958,1958,F,35,Master,Science,Science
1959,1959,F,46,Bachelor,IT,IT
1960,1960,M,23,PhD,IT,IT
1961,1961,F,39,PhD,Law,Law
1962,1962,F,41,Master,Science,Science
1963,1963,F,53,PhD,Media,Media
1964,1964,M,34,Master,Law,Law
1965,1965,F,40,PhD,Science,Science
1966,1966,F,34,Bachelor,IT,IT
1967,1967,F,41,Master,Media,Media
1968,1968,F,33,Bachelor,IT,IT
1969,1969,F,45,Bachelor,Science,Science
1970,1970,M,37,Master,Education,IT
1971,1971,M,25,PhD,Media,Media
1972,1972,F,37,Bachelor,IT,IT
1973,1973,F,58,PhD,Engineering,IT
1974,1974,F,48,PhD,IT,IT
1975,1975,F,38,PhD,Education,Education
1976,1976,F,32,Master,Science,IT
1977,1977,F,28,PhD,Science,Science
1978,1978,F,33,Bachelor,Administration,Administration
1979,1979,NS,34,Bachelor,Law,Law
1980,1980,F,37,HighSchool,IT,IT
1981,1981,F,20,Master,IT,IT
1982,1982,F,60,PhD,Education,Education
1983,1983,M,52,PhD,IT,IT
1984,1984,F,52,Master,IT,IT
1985,1985,nonbinary,48,Master,Science,IT
1986,1986,M,38,HighSchool,Science,Science
1987,1987,F,38,HighSchool,IT,IT
1988,1988,F,36,Bachelor,Engineering,Engineering
1989,1989,F,38,Bachelor,Engineering,IT
1990,1990,F,39,Bachelor,Media,Media
1991,1991,F,28,Master,Education,Education
1992,1992,F,26,Master,Education,Education
1993,1993,nonbinary,26,Bachelor,Business,Business
1994,1994,M,48,Master,Media,Media
1995,1995,F,32,Bachelor,Media,Media
1996,1996,F,32,Master,Education,IT
1997,1997,F,49,Master,IT,IT
1998,1998,F,37,Master,Education,Education
1999,1999,F,23,Master,Education,Education
